Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon,DP_ID,Discount
OR_31007918,CS_11005942,PD_21009178,2023-01-26,08:43:51,8,PART,DV_61000003,25
OR_31007919,CS_11003489,PD_21007838,2023-09-16,01:19:37,5,"No Coupon",DV_61000005,0
OR_31007920,CS_11008590,PD_21005111,2024-08-28,05:30:23,4,"No Coupon",DV_61000005,0
OR_31007921,CS_11003446,PD_21004522,2024-11-11,08:02:54,1,PHYSICAL,DV_61000002,25
OR_31007922,CS_11008132,PD_21008436,2024-02-10,05:14:24,8,"No Coupon",DV_61000005,0
OR_31007923,CS_11007330,PD_21004600,2024-04-25,18:50:46,5,SURFACE,DV_61000003,10
OR_31007924,CS_11005221,PD_21007114,2023-11-23,21:31:07,9,"No Coupon",DV_61000004,0
OR_31007925,CS_11004021,PD_21000688,2024-10-13,06:08:08,1,"No Coupon",DV_61000001,0
OR_31007926,CS_11002356,PD_21007078,2024-07-04,21:20:01,2,"No Coupon",DV_61000002,0
OR_31007927,CS_11002482,PD_21003581,2024-12-26,15:13:41,2,SUCCESSFUL,DV_61000003,10
OR_31007928,CS_11002382,PD_21000127,2023-02-17,17:46:06,1,"No Coupon",DV_61000002,0
OR_31007929,CS_11005669,PD_21001942,2024-03-06,18:44:38,3,CAR,DV_61000004,15
OR_31007930,CS_11009171,PD_21007248,2023-08-29,04:57:50,8,ON,DV_61000005,20
OR_31007931,CS_11007406,PD_21009064,2023-08-03,04:55:20,2,INTERESTING,DV_61000005,35
OR_31007932,CS_11005280,PD_21004973,2023-04-21,11:33:38,7,AGO,DV_61000003,10
OR_31007933,CS_11007833,PD_21007154,2023-07-13,17:59:12,5,ABILITY,DV_61000004,10
OR_31007934,CS_11004828,PD_21007428,2024-06-22,07:25:41,1,"No Coupon",DV_61000001,0
OR_31007935,CS_11006701,PD_21009910,2024-08-08,15:50:56,10,"No Coupon",DV_61000001,0
OR_31007936,CS_11009019,PD_21008579,2023-03-02,20:52:42,10,STAR,DV_61000005,10
OR_31007937,CS_11000697,PD_21007605,2024-04-09,10:33:02,9,"No Coupon",DV_61000004,0
OR_31007938,CS_11005737,PD_21002228,2024-08-12,10:44:46,1,"No Coupon",DV_61000004,0
OR_31007939,CS_11007591,PD_21007998,2023-12-11,09:27:23,8,"No Coupon",DV_61000003,0
OR_31007940,CS_11005590,PD_21007729,2024-05-10,13:23:14,6,NEWSPAPER,DV_61000001,10
OR_31007941,CS_11009160,PD_21001431,2024-05-12,00:01:19,5,LIFE,DV_61000003,20
OR_31007942,CS_11009885,PD_21002518,2024-03-05,22:04:48,2,DEVELOPMENT,DV_61000002,5
OR_31007943,CS_11007096,PD_21007243,2024-02-10,12:35:03,6,"No Coupon",DV_61000004,0
OR_31007944,CS_11000958,PD_21004154,2023-05-14,03:39:26,8,IDEA,DV_61000001,35
OR_31007945,CS_11005771,PD_21003642,2023-11-01,19:19:47,2,SOMEONE,DV_61000003,10
OR_31007946,CS_11008237,PD_21007206,2024-05-01,06:02:58,1,"No Coupon",DV_61000005,0
OR_31007947,CS_11008944,PD_21003138,2023-07-01,14:13:43,1,"No Coupon",DV_61000002,0
OR_31007948,CS_11000026,PD_21006648,2024-06-05,21:34:56,10,"No Coupon",DV_61000003,0
OR_31007949,CS_11003405,PD_21005593,2024-11-11,15:58:06,1,"No Coupon",DV_61000005,0
OR_31007950,CS_11000244,PD_21000708,2023-06-21,17:04:34,6,"No Coupon",DV_61000001,0
OR_31007951,CS_11001363,PD_21008441,2024-09-16,09:08:30,6,"No Coupon",DV_61000001,0
OR_31007952,CS_11007581,PD_21007618,2023-01-24,08:22:38,1,"No Coupon",DV_61000002,0
OR_31007953,CS_11006203,PD_21007549,2024-12-21,08:15:59,7,DO,DV_61000005,5
OR_31007954,CS_11008200,PD_21008521,2024-02-28,21:52:00,8,"No Coupon",DV_61000004,0
OR_31007955,CS_11004471,PD_21002328,2024-03-27,14:03:53,8,"No Coupon",DV_61000001,0
OR_31007956,CS_11001196,PD_21009197,2024-03-11,10:36:53,9,"No Coupon",DV_61000004,0
OR_31007957,CS_11004097,PD_21005775,2024-12-31,08:41:21,8,"No Coupon",DV_61000004,0
OR_31007958,CS_11009454,PD_21006228,2024-08-02,06:42:23,1,PAY,DV_61000003,25
OR_31007959,CS_11009636,PD_21003989,2024-09-17,09:14:38,1,INFORMATION,DV_61000003,35
OR_31007960,CS_11007468,PD_21001501,2024-08-20,22:17:29,10,STATION,DV_61000001,10
OR_31007961,CS_11009287,PD_21007054,2024-09-17,06:27:20,10,WHOM,DV_61000004,10
OR_31007962,CS_11008876,PD_21002842,2024-02-01,03:59:41,8,"No Coupon",DV_61000003,0
OR_31007963,CS_11009505,PD_21003822,2023-03-04,17:40:04,5,"No Coupon",DV_61000005,0
OR_31007964,CS_11000658,PD_21009652,2023-06-18,22:09:27,3,"No Coupon",DV_61000005,0
OR_31007965,CS_11007104,PD_21008332,2023-02-28,10:35:45,9,"No Coupon",DV_61000005,0
OR_31007966,CS_11001527,PD_21009222,2023-11-04,18:18:23,4,"No Coupon",DV_61000005,0
OR_31007967,CS_11002411,PD_21001934,2024-09-04,11:30:15,2,BLUE,DV_61000004,12
OR_31007968,CS_11004286,PD_21006936,2024-10-18,00:13:46,4,"No Coupon",DV_61000005,0
OR_31007969,CS_11006933,PD_21002597,2023-10-28,22:35:11,6,"No Coupon",DV_61000004,0
OR_31007970,CS_11009785,PD_21001519,2024-10-04,00:16:54,10,TRY,DV_61000001,25
OR_31007971,CS_11008784,PD_21008932,2024-01-23,07:13:13,3,"No Coupon",DV_61000001,0
OR_31007972,CS_11001151,PD_21006028,2024-10-07,00:04:31,4,TOTAL,DV_61000005,25
OR_31007973,CS_11004935,PD_21008746,2024-03-12,09:56:25,7,"No Coupon",DV_61000005,0
OR_31007974,CS_11008631,PD_21004317,2023-11-26,21:41:15,1,ALONE,DV_61000005,10
OR_31007975,CS_11000534,PD_21008795,2024-01-23,11:42:03,3,"No Coupon",DV_61000001,0
OR_31007976,CS_11002659,PD_21007833,2023-11-15,17:37:29,1,"No Coupon",DV_61000003,0
OR_31007977,CS_11006271,PD_21000551,2024-01-02,05:50:54,10,INTEREST,DV_61000001,35
OR_31007978,CS_11009620,PD_21004967,2024-12-22,02:01:41,6,PRETTY,DV_61000005,25
OR_31007979,CS_11007704,PD_21008553,2023-12-20,01:42:32,5,"No Coupon",DV_61000003,0
OR_31007980,CS_11004722,PD_21005246,2024-05-07,14:20:03,5,"No Coupon",DV_61000003,0
OR_31007981,CS_11003912,PD_21001629,2023-08-03,07:45:48,2,"No Coupon",DV_61000002,0
OR_31007982,CS_11000664,PD_21005497,2023-12-24,20:22:30,7,"No Coupon",DV_61000004,0
OR_31007983,CS_11008562,PD_21002946,2023-08-12,15:58:01,1,"No Coupon",DV_61000005,0
OR_31007984,CS_11003953,PD_21003881,2024-01-26,04:59:20,1,WAR,DV_61000004,10
OR_31007985,CS_11005885,PD_21003838,2024-08-09,21:04:51,10,"No Coupon",DV_61000002,0
OR_31007986,CS_11002393,PD_21009873,2023-09-08,02:19:26,10,FALL,DV_61000004,25
OR_31007987,CS_11008197,PD_21002958,2023-10-16,06:53:45,10,"No Coupon",DV_61000005,0
OR_31007988,CS_11005182,PD_21002608,2023-09-14,19:31:58,3,MAJORITY,DV_61000002,15
OR_31007989,CS_11004957,PD_21008000,2023-06-04,15:25:20,2,MAYBE,DV_61000004,15
OR_31007990,CS_11001189,PD_21000441,2024-10-18,07:16:54,10,HAND,DV_61000001,40
OR_31007991,CS_11009442,PD_21004663,2024-10-01,09:42:04,9,SPEND,DV_61000003,10
OR_31007992,CS_11005481,PD_21006480,2023-11-07,22:40:28,2,"No Coupon",DV_61000002,0
OR_31007993,CS_11005863,PD_21004963,2024-09-27,18:42:50,2,"No Coupon",DV_61000001,0
OR_31007994,CS_11000884,PD_21007105,2024-01-12,14:14:26,5,"No Coupon",DV_61000005,0
OR_31007995,CS_11008348,PD_21009369,2023-10-08,22:49:09,9,"No Coupon",DV_61000003,0
OR_31007996,CS_11002757,PD_21005985,2023-11-26,22:29:15,6,REPUBLICAN,DV_61000002,5
OR_31007997,CS_11003466,PD_21001527,2023-09-27,02:55:51,4,CHOICE,DV_61000003,15
OR_31007998,CS_11008147,PD_21006261,2024-05-22,17:09:04,6,REVEAL,DV_61000002,5
OR_31007999,CS_11001057,PD_21003150,2023-09-28,18:42:22,3,"No Coupon",DV_61000002,0
OR_31008000,CS_11001842,PD_21005687,2023-12-09,06:37:48,3,"No Coupon",DV_61000004,0
OR_31008001,CS_11006907,PD_21004790,2024-01-09,12:32:54,9,USUALLY,DV_61000003,50
OR_31008002,CS_11001578,PD_21001374,2024-11-02,17:15:31,4,BY,DV_61000003,12
OR_31008003,CS_11004573,PD_21008397,2024-09-19,04:46:27,5,"No Coupon",DV_61000001,0
OR_31008004,CS_11004005,PD_21007651,2024-03-06,09:49:01,1,"No Coupon",DV_61000005,0
OR_31008005,CS_11006719,PD_21007415,2023-08-14,08:40:27,7,VALUE,DV_61000001,12
OR_31008006,CS_11003105,PD_21004122,2024-11-24,13:05:01,5,"No Coupon",DV_61000004,0
OR_31008007,CS_11008522,PD_21003179,2023-07-27,22:24:38,4,"No Coupon",DV_61000002,0
OR_31008008,CS_11007911,PD_21008023,2023-09-20,16:44:47,2,"No Coupon",DV_61000004,0
OR_31008009,CS_11000814,PD_21005658,2023-04-28,12:20:33,1,AND,DV_61000004,10
OR_31008010,CS_11007839,PD_21004398,2024-07-24,11:14:56,4,SOUND,DV_61000001,10
OR_31008011,CS_11009857,PD_21003793,2023-12-28,11:16:28,6,"No Coupon",DV_61000002,0
OR_31008012,CS_11001162,PD_21001983,2024-11-09,18:34:28,7,MILITARY,DV_61000005,15
OR_31008013,CS_11008902,PD_21001734,2024-06-05,14:58:44,3,"No Coupon",DV_61000004,0
OR_31008014,CS_11003442,PD_21005552,2023-09-03,15:00:27,1,SERVE,DV_61000005,10
OR_31008015,CS_11006826,PD_21008453,2023-07-23,05:24:28,8,GROW,DV_61000002,50
OR_31008016,CS_11008801,PD_21002569,2023-05-28,09:47:20,6,"No Coupon",DV_61000002,0
OR_31008017,CS_11008424,PD_21006541,2023-08-25,20:49:14,7,VOTE,DV_61000001,12
OR_31008018,CS_11006022,PD_21002733,2024-06-16,06:12:40,2,ACTION,DV_61000003,10
OR_31008019,CS_11000854,PD_21005191,2024-11-17,15:29:50,2,"No Coupon",DV_61000001,0
OR_31008020,CS_11005858,PD_21002863,2024-01-24,06:05:16,7,FACE,DV_61000005,25
OR_31008021,CS_11000782,PD_21002010,2023-11-08,02:30:53,7,"No Coupon",DV_61000001,0
OR_31008022,CS_11009900,PD_21002355,2023-04-27,18:16:11,2,"No Coupon",DV_61000002,0
OR_31008023,CS_11008459,PD_21008670,2024-08-07,23:16:04,4,DISCUSSION,DV_61000004,5
OR_31008024,CS_11000416,PD_21006650,2024-12-17,07:02:32,6,STORE,DV_61000003,10
OR_31008025,CS_11004587,PD_21008420,2023-05-25,23:35:04,8,"No Coupon",DV_61000002,0
OR_31008026,CS_11006295,PD_21000083,2024-08-09,02:57:39,4,WRITE,DV_61000004,10
OR_31008027,CS_11007801,PD_21006271,2023-03-07,18:26:28,10,MYSELF,DV_61000005,15
OR_31008028,CS_11008184,PD_21007831,2023-05-16,10:39:28,3,"No Coupon",DV_61000005,0
OR_31008029,CS_11004076,PD_21002044,2023-07-31,18:20:33,2,MENTION,DV_61000005,15
OR_31008030,CS_11007364,PD_21000452,2023-12-15,10:47:32,8,SOUTH,DV_61000001,10
OR_31008031,CS_11001896,PD_21006725,2024-01-23,08:03:08,4,FINANCIAL,DV_61000005,25
OR_31008032,CS_11004123,PD_21009929,2023-09-21,16:45:08,2,"No Coupon",DV_61000005,0
OR_31008033,CS_11007698,PD_21005109,2024-03-08,01:47:00,8,NEAR,DV_61000001,10
OR_31008034,CS_11001851,PD_21005877,2023-04-02,04:46:01,6,"No Coupon",DV_61000004,0
OR_31008035,CS_11008820,PD_21006228,2024-08-19,10:40:43,4,"No Coupon",DV_61000002,0
OR_31008036,CS_11006944,PD_21004292,2024-04-16,14:18:24,7,START,DV_61000003,10
OR_31008037,CS_11002228,PD_21009054,2023-05-30,01:56:38,9,ENVIRONMENTAL,DV_61000005,20
OR_31008038,CS_11005598,PD_21004210,2024-06-28,19:17:12,10,"No Coupon",DV_61000005,0
OR_31008039,CS_11009322,PD_21006062,2024-05-20,04:09:21,6,RECEIVE,DV_61000005,5
OR_31008040,CS_11007014,PD_21002172,2023-03-14,12:37:54,10,STAFF,DV_61000001,10
OR_31008041,CS_11001889,PD_21001915,2023-04-24,17:32:58,5,"No Coupon",DV_61000001,0
OR_31008042,CS_11004452,PD_21001794,2024-10-25,01:19:44,10,"No Coupon",DV_61000001,0
OR_31008043,CS_11008480,PD_21003212,2023-05-02,02:55:17,9,GOOD,DV_61000003,50
OR_31008044,CS_11007936,PD_21001583,2024-04-24,12:28:30,9,SHAKE,DV_61000002,10
OR_31008045,CS_11008536,PD_21002906,2023-02-14,05:58:08,1,"No Coupon",DV_61000005,0
OR_31008046,CS_11002292,PD_21007919,2023-04-27,10:32:25,9,BELIEVE,DV_61000004,12
OR_31008047,CS_11008541,PD_21009037,2023-09-27,20:34:22,9,"No Coupon",DV_61000005,0
OR_31008048,CS_11000938,PD_21000483,2023-06-21,01:12:33,10,"No Coupon",DV_61000005,0
OR_31008049,CS_11002487,PD_21009801,2024-01-12,20:05:29,6,"No Coupon",DV_61000005,0
OR_31008050,CS_11002058,PD_21006187,2023-11-25,12:46:00,3,"No Coupon",DV_61000005,0
OR_31008051,CS_11000305,PD_21009663,2023-05-07,15:15:04,9,"No Coupon",DV_61000002,0
OR_31008052,CS_11002916,PD_21004702,2023-06-20,18:49:08,8,"No Coupon",DV_61000004,0
OR_31008053,CS_11001776,PD_21007983,2024-12-31,06:59:18,9,"No Coupon",DV_61000001,0
OR_31008054,CS_11002724,PD_21001975,2024-07-14,22:37:42,10,HAIR,DV_61000004,40
OR_31008055,CS_11004721,PD_21005495,2023-09-21,23:36:36,4,INFORMATION,DV_61000005,35
OR_31008056,CS_11002947,PD_21009555,2024-07-03,19:48:56,5,"No Coupon",DV_61000004,0
OR_31008057,CS_11009952,PD_21003635,2024-11-02,23:34:37,4,"No Coupon",DV_61000005,0
OR_31008058,CS_11003912,PD_21003481,2024-05-15,09:56:57,6,"No Coupon",DV_61000004,0
OR_31008059,CS_11006006,PD_21005799,2023-02-18,17:59:44,2,"No Coupon",DV_61000003,0
OR_31008060,CS_11004797,PD_21002143,2024-06-25,21:30:15,5,ALONG,DV_61000004,10
OR_31008061,CS_11004342,PD_21003577,2024-05-11,13:16:54,1,"No Coupon",DV_61000001,0
OR_31008062,CS_11007981,PD_21002411,2023-03-16,06:38:53,10,FINALLY,DV_61000001,25
OR_31008063,CS_11008975,PD_21008731,2024-10-28,18:27:30,3,"No Coupon",DV_61000004,0
OR_31008064,CS_11007414,PD_21003180,2024-06-16,12:35:39,1,STILL,DV_61000004,10
OR_31008065,CS_11007428,PD_21006292,2023-03-02,18:02:50,10,DRUG,DV_61000002,5
OR_31008066,CS_11005767,PD_21007892,2024-06-15,10:02:57,10,"No Coupon",DV_61000004,0
OR_31008067,CS_11008852,PD_21008627,2024-01-27,19:50:49,9,"No Coupon",DV_61000001,0
OR_31008068,CS_11004640,PD_21006490,2023-04-04,21:28:29,4,"No Coupon",DV_61000003,0
OR_31008069,CS_11003407,PD_21008538,2023-05-07,21:38:04,3,"No Coupon",DV_61000001,0
OR_31008070,CS_11009826,PD_21000900,2023-02-04,02:19:20,2,"No Coupon",DV_61000002,0
OR_31008071,CS_11009502,PD_21007947,2024-11-27,01:17:10,3,"No Coupon",DV_61000004,0
OR_31008072,CS_11009812,PD_21006703,2023-01-20,14:06:31,3,"No Coupon",DV_61000003,0
OR_31008073,CS_11003834,PD_21000702,2023-07-06,11:40:58,2,"No Coupon",DV_61000001,0
OR_31008074,CS_11008170,PD_21004215,2023-03-10,20:16:35,4,"No Coupon",DV_61000003,0
OR_31008075,CS_11006581,PD_21008814,2023-12-10,19:04:22,6,SEA,DV_61000005,10
OR_31008076,CS_11001185,PD_21009861,2024-04-30,01:35:12,5,"No Coupon",DV_61000001,0
OR_31008077,CS_11000260,PD_21000040,2023-11-12,10:10:20,9,"No Coupon",DV_61000005,0
OR_31008078,CS_11008399,PD_21003012,2024-03-21,03:09:01,1,HUSBAND,DV_61000003,40
OR_31008079,CS_11009932,PD_21002938,2023-01-31,16:16:54,6,EVENT,DV_61000004,20
OR_31008080,CS_11009844,PD_21008029,2024-12-22,09:09:57,6,ORDER,DV_61000004,20
OR_31008081,CS_11002110,PD_21003837,2023-03-31,22:38:30,10,"No Coupon",DV_61000004,0
OR_31008082,CS_11002042,PD_21004937,2024-02-22,15:28:18,1,"No Coupon",DV_61000005,0
OR_31008083,CS_11002261,PD_21009633,2023-01-09,21:44:07,9,"No Coupon",DV_61000004,0
OR_31008084,CS_11009331,PD_21005840,2023-05-12,04:49:47,6,THOUSAND,DV_61000002,25
OR_31008085,CS_11009298,PD_21000464,2023-11-27,17:37:32,5,NATURE,DV_61000001,10
OR_31008086,CS_11006290,PD_21001318,2024-04-02,03:00:43,2,BETWEEN,DV_61000001,12
OR_31008087,CS_11004062,PD_21007954,2023-05-13,08:47:33,8,MENTION,DV_61000003,15
OR_31008088,CS_11002083,PD_21002180,2023-12-24,03:32:21,3,"No Coupon",DV_61000005,0
OR_31008089,CS_11005754,PD_21006699,2024-11-18,23:51:46,3,PROBABLY,DV_61000001,25
OR_31008090,CS_11001848,PD_21005925,2023-02-04,15:27:59,3,TOO,DV_61000005,25
OR_31008091,CS_11007452,PD_21005376,2024-06-28,11:12:29,9,"No Coupon",DV_61000003,0
OR_31008092,CS_11001870,PD_21006304,2023-03-15,21:17:40,8,"No Coupon",DV_61000004,0
OR_31008093,CS_11003305,PD_21007327,2024-12-10,06:19:03,5,"No Coupon",DV_61000003,0
OR_31008094,CS_11000731,PD_21004984,2024-10-06,02:11:36,9,"No Coupon",DV_61000002,0
OR_31008095,CS_11000477,PD_21005460,2024-11-26,20:02:10,10,"No Coupon",DV_61000004,0
OR_31008096,CS_11002120,PD_21000553,2023-04-20,20:35:42,1,"No Coupon",DV_61000004,0
OR_31008097,CS_11004760,PD_21000655,2023-06-17,08:02:51,2,STUFF,DV_61000004,10
OR_31008098,CS_11001907,PD_21000194,2023-02-27,00:03:09,1,"No Coupon",DV_61000003,0
OR_31008099,CS_11003553,PD_21008878,2024-02-09,15:20:19,9,FORMER,DV_61000002,25
OR_31008100,CS_11006741,PD_21002283,2024-07-02,22:02:41,4,THEM,DV_61000005,25
OR_31008101,CS_11000190,PD_21009369,2024-11-25,19:16:49,4,"No Coupon",DV_61000003,0
OR_31008102,CS_11007809,PD_21008299,2023-01-30,06:31:43,2,EVENING,DV_61000001,20
OR_31008103,CS_11004996,PD_21000113,2024-02-08,09:13:13,3,LOSS,DV_61000001,20
OR_31008104,CS_11003051,PD_21008564,2023-11-26,15:41:21,4,"No Coupon",DV_61000003,0
OR_31008105,CS_11002629,PD_21005983,2024-02-05,07:50:20,6,"No Coupon",DV_61000005,0
OR_31008106,CS_11001070,PD_21002870,2023-09-15,16:23:11,7,ANALYSIS,DV_61000001,10
OR_31008107,CS_11003528,PD_21003115,2024-06-02,01:15:20,7,COLD,DV_61000005,15
OR_31008108,CS_11004951,PD_21002627,2023-02-05,20:03:09,5,"No Coupon",DV_61000004,0
OR_31008109,CS_11002215,PD_21009129,2024-03-18,12:12:41,2,FINE,DV_61000003,25
OR_31008110,CS_11002847,PD_21003043,2023-03-13,19:40:11,5,"No Coupon",DV_61000004,0
OR_31008111,CS_11006008,PD_21008662,2024-03-13,22:11:30,6,"No Coupon",DV_61000001,0
OR_31008112,CS_11004952,PD_21007561,2024-02-23,06:34:16,9,INTERNATIONAL,DV_61000005,35
OR_31008113,CS_11000488,PD_21006537,2024-05-23,13:12:38,6,CANDIDATE,DV_61000004,15
OR_31008114,CS_11007703,PD_21000897,2023-07-15,14:58:34,4,"No Coupon",DV_61000001,0
OR_31008115,CS_11008649,PD_21008682,2023-12-11,12:23:19,5,FUTURE,DV_61000002,25
OR_31008116,CS_11000426,PD_21006718,2023-01-30,07:15:00,4,"No Coupon",DV_61000004,0
OR_31008117,CS_11002225,PD_21001080,2023-08-11,09:03:48,1,"No Coupon",DV_61000002,0
OR_31008118,CS_11003438,PD_21003923,2024-09-13,03:20:28,8,APPLY,DV_61000002,10
OR_31008119,CS_11003414,PD_21003766,2024-08-04,12:00:38,7,SCORE,DV_61000001,10
OR_31008120,CS_11006851,PD_21002873,2023-12-22,11:07:02,7,"No Coupon",DV_61000003,0
OR_31008121,CS_11001685,PD_21006323,2024-07-28,15:31:13,1,"No Coupon",DV_61000005,0
OR_31008122,CS_11005933,PD_21001873,2023-01-27,11:30:33,7,"No Coupon",DV_61000001,0
OR_31008123,CS_11004308,PD_21008816,2023-10-03,06:16:34,6,"No Coupon",DV_61000004,0
OR_31008124,CS_11003736,PD_21009203,2023-07-16,09:36:36,5,"No Coupon",DV_61000005,0
OR_31008125,CS_11002185,PD_21000242,2024-11-22,07:54:38,4,"No Coupon",DV_61000003,0
OR_31008126,CS_11005933,PD_21007156,2023-04-16,02:56:26,6,"No Coupon",DV_61000001,0
OR_31008127,CS_11007252,PD_21000539,2023-11-02,12:59:50,4,"No Coupon",DV_61000003,0
OR_31008128,CS_11008910,PD_21001144,2023-07-11,05:42:42,6,"No Coupon",DV_61000004,0
OR_31008129,CS_11002007,PD_21000807,2024-07-13,22:05:47,4,DECIDE,DV_61000001,5
OR_31008130,CS_11009883,PD_21000476,2024-02-05,21:03:52,5,"No Coupon",DV_61000004,0
OR_31008131,CS_11005099,PD_21002496,2024-01-01,11:30:49,1,"No Coupon",DV_61000005,0
OR_31008132,CS_11008398,PD_21007902,2023-11-29,18:53:07,5,BAD,DV_61000005,12
OR_31008133,CS_11005956,PD_21004968,2023-11-17,14:48:48,8,OCCUR,DV_61000003,20
OR_31008134,CS_11002647,PD_21009911,2024-05-13,09:49:18,9,"No Coupon",DV_61000003,0
OR_31008135,CS_11007489,PD_21000911,2023-03-27,14:51:20,6,"No Coupon",DV_61000005,0
OR_31008136,CS_11006123,PD_21005030,2024-11-14,04:24:08,1,"No Coupon",DV_61000002,0
OR_31008137,CS_11007917,PD_21001679,2024-12-21,02:35:21,6,SPEND,DV_61000005,10
OR_31008138,CS_11009883,PD_21000022,2023-07-06,11:13:03,1,TELL,DV_61000001,25
OR_31008139,CS_11007102,PD_21007563,2023-11-08,13:41:42,9,THROUGH,DV_61000004,25
OR_31008140,CS_11007776,PD_21007114,2023-11-15,05:48:34,1,"No Coupon",DV_61000005,0
OR_31008141,CS_11008386,PD_21008582,2024-05-26,22:19:07,10,"No Coupon",DV_61000005,0
OR_31008142,CS_11003149,PD_21002330,2024-01-06,18:57:00,1,"No Coupon",DV_61000004,0
OR_31008143,CS_11006248,PD_21003529,2023-04-21,19:23:39,8,ABLE,DV_61000004,10
OR_31008144,CS_11007874,PD_21006808,2024-12-20,10:06:09,7,KNOW,DV_61000001,45
OR_31008145,CS_11007340,PD_21005382,2024-08-18,12:04:22,10,"No Coupon",DV_61000004,0
OR_31008146,CS_11006793,PD_21007781,2024-11-18,15:54:35,7,NEAR,DV_61000003,10
OR_31008147,CS_11004977,PD_21004954,2024-05-21,01:43:06,4,"No Coupon",DV_61000005,0
OR_31008148,CS_11005738,PD_21007255,2023-03-15,13:14:37,7,LAWYER,DV_61000004,20
OR_31008149,CS_11005247,PD_21003277,2024-02-17,23:28:05,3,THIRD,DV_61000001,25
OR_31008150,CS_11009977,PD_21004045,2023-04-06,10:31:41,1,MONEY,DV_61000004,15
OR_31008151,CS_11007119,PD_21005765,2024-09-09,00:27:27,3,SOURCE,DV_61000005,10
OR_31008152,CS_11007645,PD_21007957,2023-02-04,10:56:14,1,"No Coupon",DV_61000002,0
OR_31008153,CS_11001962,PD_21004485,2024-04-10,01:40:02,10,"No Coupon",DV_61000004,0
OR_31008154,CS_11006734,PD_21005420,2024-03-17,14:46:21,2,GIVE,DV_61000003,50
OR_31008155,CS_11002498,PD_21008716,2023-08-23,08:22:51,3,"No Coupon",DV_61000005,0
OR_31008156,CS_11002593,PD_21001523,2024-04-04,02:39:21,6,"No Coupon",DV_61000001,0
OR_31008157,CS_11007879,PD_21000735,2024-05-14,09:47:00,4,HERSELF,DV_61000005,40
OR_31008158,CS_11004960,PD_21000664,2023-06-30,10:16:03,6,TALK,DV_61000002,25
OR_31008159,CS_11001920,PD_21006050,2023-07-13,06:04:16,2,"No Coupon",DV_61000001,0
OR_31008160,CS_11008980,PD_21005587,2023-10-30,11:33:48,4,"No Coupon",DV_61000002,0
OR_31008161,CS_11001242,PD_21005609,2023-04-21,06:02:41,5,"No Coupon",DV_61000002,0
OR_31008162,CS_11003817,PD_21006825,2024-03-31,09:13:21,4,"No Coupon",DV_61000003,0
OR_31008163,CS_11009321,PD_21009243,2023-07-26,13:57:04,2,"No Coupon",DV_61000004,0
OR_31008164,CS_11000758,PD_21003734,2023-02-11,23:20:35,7,AMOUNT,DV_61000003,10
OR_31008165,CS_11004584,PD_21006110,2023-08-08,02:26:06,8,SHAKE,DV_61000003,10
OR_31008166,CS_11005262,PD_21003163,2024-04-14,12:00:12,6,"No Coupon",DV_61000003,0
OR_31008167,CS_11002523,PD_21003146,2023-10-08,04:41:24,3,"No Coupon",DV_61000001,0
OR_31008168,CS_11003039,PD_21002414,2024-01-05,19:57:58,5,SIMPLE,DV_61000004,10
OR_31008169,CS_11003554,PD_21005053,2023-04-10,11:51:45,6,SERIES,DV_61000004,10
OR_31008170,CS_11008980,PD_21001258,2023-04-12,12:58:33,4,REALIZE,DV_61000001,5
OR_31008171,CS_11002346,PD_21000502,2024-03-24,12:22:45,8,"No Coupon",DV_61000003,0
OR_31008172,CS_11007846,PD_21006938,2024-02-06,18:49:03,8,"No Coupon",DV_61000003,0
OR_31008173,CS_11009139,PD_21008001,2024-01-05,05:33:43,8,RISK,DV_61000002,5
OR_31008174,CS_11005337,PD_21007017,2024-03-19,12:57:17,8,"No Coupon",DV_61000002,0
OR_31008175,CS_11001510,PD_21002900,2023-12-25,16:35:11,6,CARE,DV_61000005,15
OR_31008176,CS_11009977,PD_21007207,2023-11-26,00:49:55,7,"No Coupon",DV_61000002,0
OR_31008177,CS_11000931,PD_21000316,2024-03-16,16:26:15,2,SCHOOL,DV_61000004,10
OR_31008178,CS_11009725,PD_21001785,2023-09-05,10:16:16,3,"No Coupon",DV_61000001,0
OR_31008179,CS_11004136,PD_21005594,2023-05-14,14:41:12,4,"No Coupon",DV_61000003,0
OR_31008180,CS_11008822,PD_21009401,2023-05-31,19:30:32,1,CAN,DV_61000005,15
OR_31008181,CS_11000487,PD_21002028,2024-01-30,19:36:14,10,"No Coupon",DV_61000002,0
OR_31008182,CS_11008291,PD_21003624,2023-08-05,20:03:25,10,AVAILABLE,DV_61000005,10
OR_31008183,CS_11009487,PD_21002485,2023-08-06,19:23:24,3,"No Coupon",DV_61000001,0
OR_31008184,CS_11008401,PD_21007206,2024-08-06,04:56:40,9,OFF,DV_61000001,20
OR_31008185,CS_11003774,PD_21009681,2023-10-20,10:16:06,2,"No Coupon",DV_61000005,0
OR_31008186,CS_11001697,PD_21009661,2024-04-20,10:46:15,9,"No Coupon",DV_61000005,0
OR_31008187,CS_11004807,PD_21008258,2023-07-01,18:36:26,7,"No Coupon",DV_61000005,0
OR_31008188,CS_11001292,PD_21006638,2024-03-14,15:49:45,7,HUNDRED,DV_61000003,40
