Tr_ID,Or_ID,Transaction_Mode,Reward
TR_41008241,OR_31007286,UPI,No
TR_41008242,OR_31002390,Wallet,Yes
TR_41008243,OR_31005016,Wallet,No
TR_41008244,OR_31005277,"Debit Card",Yes
TR_41008245,OR_31002736,"Credit Card",Yes
TR_41008246,OR_31004751,Wallet,Yes
TR_41008247,OR_31002407,"Net Banking",No
TR_41008248,OR_31003661,UPI,No
TR_41008249,OR_31009786,Wallet,No
TR_41008250,OR_31008127,Wallet,No
TR_41008251,OR_31000375,"Net Banking",Yes
TR_41008252,OR_31001172,"Net Banking",No
TR_41008253,OR_31008319,Wallet,No
TR_41008254,OR_31001551,Wallet,Yes
TR_41008255,OR_31000980,Wallet,Yes
TR_41008256,OR_31002679,"Credit Card",Yes
TR_41008257,OR_31008360,"Credit Card",No
TR_41008258,OR_31003858,Wallet,Yes
TR_41008259,OR_31008820,"Credit Card",No
TR_41008260,OR_31008506,Wallet,Yes
TR_41008261,OR_31004011,Wallet,Yes
TR_41008262,OR_31002190,Wallet,Yes
TR_41008263,OR_31005834,"Net Banking",Yes
TR_41008264,OR_31000308,UPI,No
TR_41008265,OR_31003446,"Debit Card",No
TR_41008266,OR_31007943,"Net Banking",Yes
TR_41008267,OR_31000140,Wallet,No
TR_41008268,OR_31007661,"Net Banking",Yes
TR_41008269,OR_31006560,"Debit Card",Yes
TR_41008270,OR_31004888,"Net Banking",No
TR_41008271,OR_31005795,"Credit Card",Yes
TR_41008272,OR_31003390,"Net Banking",No
TR_41008273,OR_31009026,"Debit Card",No
TR_41008274,OR_31008057,Wallet,No
TR_41008275,OR_31009278,"Credit Card",No
TR_41008276,OR_31000401,Wallet,No
TR_41008277,OR_31000104,UPI,No
TR_41008278,OR_31000973,"Credit Card",Yes
TR_41008279,OR_31006114,"Net Banking",Yes
TR_41008280,OR_31000727,"Debit Card",No
TR_41008281,OR_31009062,UPI,Yes
TR_41008282,OR_31006752,"Debit Card",No
TR_41008283,OR_31005658,"Debit Card",No
TR_41008284,OR_31000557,Wallet,No
TR_41008285,OR_31002960,"Debit Card",No
TR_41008286,OR_31005495,UPI,No
TR_41008287,OR_31009864,Wallet,Yes
TR_41008288,OR_31009866,Wallet,Yes
TR_41008289,OR_31009318,Wallet,No
TR_41008290,OR_31004957,"Debit Card",Yes
TR_41008291,OR_31009324,"Credit Card",No
TR_41008292,OR_31005145,"Net Banking",Yes
TR_41008293,OR_31007446,UPI,Yes
TR_41008294,OR_31002434,"Credit Card",Yes
TR_41008295,OR_31001478,Wallet,No
TR_41008296,OR_31001488,"Net Banking",No
TR_41008297,OR_31005048,"Net Banking",Yes
TR_41008298,OR_31005346,"Debit Card",Yes
TR_41008299,OR_31002580,Wallet,No
TR_41008300,OR_31005478,"Net Banking",Yes
TR_41008301,OR_31006186,"Net Banking",Yes
TR_41008302,OR_31006150,Wallet,No
TR_41008303,OR_31008988,"Debit Card",Yes
TR_41008304,OR_31008381,"Net Banking",No
TR_41008305,OR_31002160,"Debit Card",Yes
TR_41008306,OR_31009620,"Net Banking",Yes
TR_41008307,OR_31009831,"Net Banking",Yes
TR_41008308,OR_31007138,"Net Banking",No
TR_41008309,OR_31003306,"Credit Card",Yes
TR_41008310,OR_31000439,UPI,Yes
TR_41008311,OR_31003768,Wallet,No
TR_41008312,OR_31009026,"Net Banking",No
TR_41008313,OR_31005085,UPI,No
TR_41008314,OR_31006283,UPI,Yes
TR_41008315,OR_31007076,Wallet,Yes
TR_41008316,OR_31000888,"Net Banking",Yes
TR_41008317,OR_31009298,"Credit Card",No
TR_41008318,OR_31000342,"Net Banking",No
TR_41008319,OR_31006770,Wallet,Yes
TR_41008320,OR_31001068,"Net Banking",Yes
TR_41008321,OR_31003473,Wallet,No
TR_41008322,OR_31002648,"Debit Card",No
TR_41008323,OR_31000059,Wallet,Yes
TR_41008324,OR_31001007,Wallet,Yes
TR_41008325,OR_31003932,UPI,No
TR_41008326,OR_31008913,"Credit Card",Yes
TR_41008327,OR_31009276,Wallet,No
TR_41008328,OR_31008060,"Net Banking",No
TR_41008329,OR_31005786,"Credit Card",No
TR_41008330,OR_31002874,UPI,No
TR_41008331,OR_31001736,"Credit Card",Yes
TR_41008332,OR_31005470,"Credit Card",No
TR_41008333,OR_31003744,UPI,Yes
TR_41008334,OR_31006207,"Credit Card",No
TR_41008335,OR_31001061,"Credit Card",Yes
TR_41008336,OR_31002399,"Credit Card",Yes
TR_41008337,OR_31004032,"Credit Card",No
TR_41008338,OR_31008443,"Credit Card",No
TR_41008339,OR_31004203,"Credit Card",No
TR_41008340,OR_31007494,"Credit Card",No
TR_41008341,OR_31001434,UPI,Yes
TR_41008342,OR_31008784,"Credit Card",No
TR_41008343,OR_31001436,"Debit Card",No
TR_41008344,OR_31002187,UPI,Yes
TR_41008345,OR_31006580,Wallet,Yes
TR_41008346,OR_31009786,"Net Banking",No
TR_41008347,OR_31006253,Wallet,Yes
TR_41008348,OR_31009647,Wallet,No
TR_41008349,OR_31000904,"Net Banking",Yes
TR_41008350,OR_31006970,"Credit Card",No
TR_41008351,OR_31001707,"Net Banking",No
TR_41008352,OR_31002607,UPI,Yes
TR_41008353,OR_31007389,Wallet,No
TR_41008354,OR_31008090,"Net Banking",No
TR_41008355,OR_31006988,"Debit Card",No
TR_41008356,OR_31001985,UPI,No
TR_41008357,OR_31006341,UPI,No
TR_41008358,OR_31003293,"Debit Card",Yes
TR_41008359,OR_31003868,"Net Banking",Yes
TR_41008360,OR_31003576,Wallet,No
TR_41008361,OR_31006809,Wallet,Yes
TR_41008362,OR_31001287,Wallet,No
TR_41008363,OR_31006301,Wallet,No
TR_41008364,OR_31005208,Wallet,Yes
TR_41008365,OR_31001713,Wallet,No
TR_41008366,OR_31000311,"Debit Card",Yes
TR_41008367,OR_31006596,UPI,No
TR_41008368,OR_31001767,"Credit Card",No
TR_41008369,OR_31003517,"Net Banking",No
TR_41008370,OR_31001448,"Credit Card",Yes
TR_41008371,OR_31006208,UPI,Yes
TR_41008372,OR_31001429,"Credit Card",Yes
TR_41008373,OR_31002254,UPI,No
TR_41008374,OR_31004289,"Debit Card",No
TR_41008375,OR_31006989,"Debit Card",Yes
TR_41008376,OR_31008383,"Net Banking",No
TR_41008377,OR_31006215,"Debit Card",Yes
TR_41008378,OR_31000135,UPI,Yes
TR_41008379,OR_31001256,UPI,Yes
TR_41008380,OR_31005911,UPI,Yes
TR_41008381,OR_31008048,"Debit Card",Yes
TR_41008382,OR_31008008,"Net Banking",Yes
TR_41008383,OR_31006310,"Net Banking",Yes
TR_41008384,OR_31008505,UPI,No
TR_41008385,OR_31005212,"Net Banking",No
TR_41008386,OR_31004958,Wallet,Yes
TR_41008387,OR_31008071,"Debit Card",No
TR_41008388,OR_31007318,UPI,Yes
TR_41008389,OR_31003120,"Credit Card",Yes
TR_41008390,OR_31000868,Wallet,No
TR_41008391,OR_31003497,"Debit Card",No
TR_41008392,OR_31009056,"Credit Card",No
TR_41008393,OR_31004482,"Debit Card",No
TR_41008394,OR_31001842,"Credit Card",No
TR_41008395,OR_31008762,"Debit Card",Yes
TR_41008396,OR_31005782,"Credit Card",Yes
TR_41008397,OR_31003002,"Debit Card",Yes
TR_41008398,OR_31003368,"Debit Card",No
TR_41008399,OR_31003797,Wallet,Yes
TR_41008400,OR_31008363,"Credit Card",No
TR_41008401,OR_31000633,"Credit Card",No
TR_41008402,OR_31004958,"Debit Card",No
TR_41008403,OR_31006156,UPI,No
TR_41008404,OR_31004449,"Debit Card",No
TR_41008405,OR_31000312,"Debit Card",No
TR_41008406,OR_31001536,UPI,No
TR_41008407,OR_31006242,Wallet,Yes
TR_41008408,OR_31008340,"Debit Card",Yes
TR_41008409,OR_31009790,UPI,Yes
TR_41008410,OR_31002389,"Credit Card",Yes
TR_41008411,OR_31008034,"Credit Card",Yes
TR_41008412,OR_31005427,"Credit Card",Yes
TR_41008413,OR_31005741,UPI,Yes
TR_41008414,OR_31000648,UPI,No
TR_41008415,OR_31007018,"Debit Card",No
TR_41008416,OR_31007261,"Debit Card",Yes
TR_41008417,OR_31002257,Wallet,Yes
TR_41008418,OR_31000041,UPI,No
TR_41008419,OR_31003947,"Net Banking",Yes
TR_41008420,OR_31002534,Wallet,No
TR_41008421,OR_31000355,UPI,Yes
TR_41008422,OR_31003568,"Net Banking",No
TR_41008423,OR_31001374,"Debit Card",No
TR_41008424,OR_31005235,Wallet,No
TR_41008425,OR_31000426,UPI,No
TR_41008426,OR_31008422,"Credit Card",No
TR_41008427,OR_31007071,UPI,No
TR_41008428,OR_31003134,"Debit Card",Yes
TR_41008429,OR_31007142,"Credit Card",No
TR_41008430,OR_31009111,UPI,No
TR_41008431,OR_31000700,"Credit Card",No
TR_41008432,OR_31007879,"Net Banking",Yes
TR_41008433,OR_31005167,"Debit Card",No
TR_41008434,OR_31003093,UPI,Yes
TR_41008435,OR_31007885,"Credit Card",No
TR_41008436,OR_31004125,"Debit Card",No
TR_41008437,OR_31007212,"Net Banking",No
TR_41008438,OR_31005857,Wallet,Yes
TR_41008439,OR_31007363,"Net Banking",Yes
TR_41008440,OR_31005341,Wallet,No
TR_41008441,OR_31002034,"Net Banking",Yes
TR_41008442,OR_31000011,"Net Banking",No
TR_41008443,OR_31002263,"Debit Card",No
TR_41008444,OR_31005558,Wallet,Yes
TR_41008445,OR_31005086,UPI,No
TR_41008446,OR_31008802,"Net Banking",Yes
TR_41008447,OR_31002521,"Net Banking",No
TR_41008448,OR_31009750,"Debit Card",No
TR_41008449,OR_31007212,"Net Banking",No
TR_41008450,OR_31007374,UPI,Yes
TR_41008451,OR_31005089,"Net Banking",Yes
TR_41008452,OR_31000564,Wallet,Yes
TR_41008453,OR_31004797,"Net Banking",No
TR_41008454,OR_31000063,"Credit Card",Yes
TR_41008455,OR_31009983,UPI,Yes
TR_41008456,OR_31004851,UPI,No
TR_41008457,OR_31002594,UPI,Yes
TR_41008458,OR_31008962,"Debit Card",No
TR_41008459,OR_31007532,Wallet,No
TR_41008460,OR_31007858,"Credit Card",No
TR_41008461,OR_31003460,"Credit Card",Yes
TR_41008462,OR_31001091,Wallet,Yes
TR_41008463,OR_31006655,"Debit Card",No
TR_41008464,OR_31007828,"Credit Card",Yes
TR_41008465,OR_31002521,"Net Banking",No
TR_41008466,OR_31008084,"Credit Card",Yes
TR_41008467,OR_31003841,"Net Banking",No
TR_41008468,OR_31005084,"Net Banking",Yes
TR_41008469,OR_31003810,UPI,No
TR_41008470,OR_31004927,"Debit Card",Yes
TR_41008471,OR_31003040,UPI,Yes
TR_41008472,OR_31009032,"Credit Card",Yes
TR_41008473,OR_31007872,Wallet,No
TR_41008474,OR_31004995,Wallet,No
TR_41008475,OR_31002169,"Net Banking",No
TR_41008476,OR_31003315,"Credit Card",Yes
TR_41008477,OR_31002038,Wallet,Yes
TR_41008478,OR_31004148,Wallet,No
TR_41008479,OR_31008345,"Credit Card",Yes
TR_41008480,OR_31007957,"Net Banking",No
TR_41008481,OR_31004516,"Net Banking",Yes
TR_41008482,OR_31006848,"Credit Card",No
TR_41008483,OR_31006516,Wallet,Yes
TR_41008484,OR_31002172,UPI,Yes
TR_41008485,OR_31003521,"Net Banking",Yes
TR_41008486,OR_31001482,"Debit Card",Yes
TR_41008487,OR_31000471,"Credit Card",No
TR_41008488,OR_31002499,"Net Banking",No
TR_41008489,OR_31003097,"Net Banking",No
TR_41008490,OR_31002392,Wallet,Yes
TR_41008491,OR_31003480,"Debit Card",No
TR_41008492,OR_31007299,"Debit Card",Yes
TR_41008493,OR_31007935,"Credit Card",Yes
TR_41008494,OR_31006099,"Debit Card",Yes
TR_41008495,OR_31000881,"Credit Card",No
TR_41008496,OR_31009728,"Credit Card",No
TR_41008497,OR_31009028,UPI,No
TR_41008498,OR_31009106,"Credit Card",No
TR_41008499,OR_31008312,Wallet,No
TR_41008500,OR_31005823,Wallet,No
TR_41008501,OR_31000088,"Debit Card",Yes
TR_41008502,OR_31000492,"Net Banking",No
TR_41008503,OR_31008928,"Debit Card",Yes
TR_41008504,OR_31001236,Wallet,No
TR_41008505,OR_31006319,"Debit Card",No
TR_41008506,OR_31009707,"Net Banking",No
TR_41008507,OR_31006813,"Credit Card",No
TR_41008508,OR_31002837,"Net Banking",Yes
TR_41008509,OR_31009787,Wallet,No
TR_41008510,OR_31001072,Wallet,Yes
TR_41008511,OR_31005842,"Net Banking",No
TR_41008512,OR_31003583,Wallet,No
TR_41008513,OR_31001629,Wallet,Yes
TR_41008514,OR_31003848,Wallet,Yes
TR_41008515,OR_31009032,"Net Banking",Yes
TR_41008516,OR_31003786,"Debit Card",Yes
TR_41008517,OR_31007308,"Debit Card",Yes
TR_41008518,OR_31001135,"Credit Card",No
TR_41008519,OR_31008800,"Debit Card",Yes
TR_41008520,OR_31006928,UPI,No
TR_41008521,OR_31002142,"Net Banking",No
TR_41008522,OR_31005700,"Debit Card",Yes
TR_41008523,OR_31005725,"Debit Card",No
TR_41008524,OR_31000044,Wallet,No
TR_41008525,OR_31000970,UPI,Yes
TR_41008526,OR_31001687,"Net Banking",No
TR_41008527,OR_31000106,"Debit Card",Yes
TR_41008528,OR_31004945,UPI,No
TR_41008529,OR_31001247,UPI,No
TR_41008530,OR_31009831,"Net Banking",No
TR_41008531,OR_31007434,"Credit Card",No
TR_41008532,OR_31007775,Wallet,Yes
TR_41008533,OR_31003852,Wallet,Yes
TR_41008534,OR_31002218,Wallet,No
TR_41008535,OR_31002060,"Debit Card",No
TR_41008536,OR_31002607,"Credit Card",Yes
TR_41008537,OR_31008644,UPI,No
TR_41008538,OR_31008349,"Debit Card",No
TR_41008539,OR_31003145,"Debit Card",Yes
TR_41008540,OR_31003241,"Debit Card",Yes
TR_41008541,OR_31003064,Wallet,No
TR_41008542,OR_31007989,Wallet,Yes
TR_41008543,OR_31006065,"Debit Card",No
TR_41008544,OR_31008303,"Credit Card",Yes
TR_41008545,OR_31008319,Wallet,No
TR_41008546,OR_31004634,"Debit Card",Yes
TR_41008547,OR_31009130,UPI,No
TR_41008548,OR_31006396,"Debit Card",Yes
TR_41008549,OR_31001648,UPI,Yes
TR_41008550,OR_31006877,"Debit Card",No
TR_41008551,OR_31009743,Wallet,No
TR_41008552,OR_31007305,Wallet,Yes
TR_41008553,OR_31006318,"Net Banking",Yes
TR_41008554,OR_31001071,UPI,Yes
TR_41008555,OR_31005424,"Debit Card",No
TR_41008556,OR_31008808,"Debit Card",Yes
TR_41008557,OR_31004300,"Debit Card",No
TR_41008558,OR_31005717,UPI,No
TR_41008559,OR_31007994,"Debit Card",No
TR_41008560,OR_31007725,"Net Banking",Yes
TR_41008561,OR_31009523,"Debit Card",Yes
TR_41008562,OR_31009609,"Debit Card",Yes
TR_41008563,OR_31002500,"Net Banking",No
TR_41008564,OR_31006563,Wallet,Yes
TR_41008565,OR_31003757,Wallet,No
TR_41008566,OR_31001551,"Credit Card",No
TR_41008567,OR_31001156,UPI,Yes
TR_41008568,OR_31000302,"Net Banking",No
TR_41008569,OR_31005386,"Debit Card",Yes
TR_41008570,OR_31002768,UPI,Yes
TR_41008571,OR_31002358,Wallet,Yes
TR_41008572,OR_31004207,"Credit Card",Yes
TR_41008573,OR_31007940,UPI,Yes
TR_41008574,OR_31004400,"Debit Card",Yes
TR_41008575,OR_31000107,"Net Banking",Yes
TR_41008576,OR_31008670,Wallet,No
TR_41008577,OR_31007473,"Debit Card",No
TR_41008578,OR_31005894,"Net Banking",Yes
TR_41008579,OR_31003448,"Debit Card",Yes
TR_41008580,OR_31008028,"Credit Card",No
TR_41008581,OR_31005342,UPI,No
TR_41008582,OR_31001076,Wallet,No
TR_41008583,OR_31003668,"Debit Card",Yes
TR_41008584,OR_31006307,Wallet,Yes
TR_41008585,OR_31004497,"Credit Card",Yes
TR_41008586,OR_31004123,"Credit Card",No
TR_41008587,OR_31001564,"Net Banking",No
TR_41008588,OR_31005204,"Debit Card",Yes
TR_41008589,OR_31007541,"Credit Card",No
TR_41008590,OR_31004999,UPI,Yes
TR_41008591,OR_31005612,UPI,No
TR_41008592,OR_31004558,"Net Banking",Yes
TR_41008593,OR_31005958,"Debit Card",No
TR_41008594,OR_31005338,"Debit Card",No
TR_41008595,OR_31005443,"Debit Card",Yes
TR_41008596,OR_31004837,"Debit Card",Yes
TR_41008597,OR_31007137,"Debit Card",No
TR_41008598,OR_31000653,"Net Banking",No
TR_41008599,OR_31008078,"Net Banking",No
TR_41008600,OR_31005572,"Credit Card",No
TR_41008601,OR_31009756,"Net Banking",Yes
TR_41008602,OR_31006002,UPI,Yes
TR_41008603,OR_31004493,"Credit Card",Yes
TR_41008604,OR_31004989,"Credit Card",Yes
TR_41008605,OR_31006777,"Net Banking",No
TR_41008606,OR_31001448,"Net Banking",No
TR_41008607,OR_31006483,"Debit Card",No
TR_41008608,OR_31009099,"Net Banking",No
TR_41008609,OR_31001383,UPI,No
TR_41008610,OR_31001007,Wallet,No
TR_41008611,OR_31001510,"Net Banking",Yes
TR_41008612,OR_31004518,Wallet,No
TR_41008613,OR_31005939,"Debit Card",Yes
TR_41008614,OR_31005857,UPI,No
TR_41008615,OR_31000934,Wallet,Yes
TR_41008616,OR_31009787,"Net Banking",No
TR_41008617,OR_31005214,Wallet,Yes
TR_41008618,OR_31003560,UPI,Yes
TR_41008619,OR_31003433,UPI,No
TR_41008620,OR_31003673,"Debit Card",No
TR_41008621,OR_31002179,"Debit Card",No
TR_41008622,OR_31003937,Wallet,No
TR_41008623,OR_31008023,"Credit Card",No
TR_41008624,OR_31005357,"Net Banking",No
TR_41008625,OR_31003145,"Debit Card",Yes
TR_41008626,OR_31007184,UPI,Yes
TR_41008627,OR_31004007,"Net Banking",No
TR_41008628,OR_31009243,"Debit Card",Yes
TR_41008629,OR_31005365,"Debit Card",No
TR_41008630,OR_31007576,"Debit Card",Yes
TR_41008631,OR_31002029,UPI,Yes
TR_41008632,OR_31000299,"Debit Card",No
TR_41008633,OR_31005370,"Net Banking",No
TR_41008634,OR_31003385,Wallet,No
TR_41008635,OR_31007776,"Debit Card",Yes
TR_41008636,OR_31001766,"Net Banking",Yes
TR_41008637,OR_31001959,"Net Banking",Yes
TR_41008638,OR_31001639,Wallet,Yes
TR_41008639,OR_31007289,Wallet,Yes
TR_41008640,OR_31003702,"Debit Card",Yes
TR_41008641,OR_31005313,"Net Banking",Yes
TR_41008642,OR_31006330,UPI,No
TR_41008643,OR_31006716,"Net Banking",No
TR_41008644,OR_31000138,"Net Banking",No
TR_41008645,OR_31008558,"Credit Card",Yes
TR_41008646,OR_31003289,Wallet,Yes
TR_41008647,OR_31000604,"Debit Card",Yes
TR_41008648,OR_31005670,"Debit Card",No
TR_41008649,OR_31008461,UPI,Yes
TR_41008650,OR_31004431,UPI,No
TR_41008651,OR_31007866,UPI,No
TR_41008652,OR_31005569,UPI,No
TR_41008653,OR_31008569,Wallet,Yes
TR_41008654,OR_31001974,UPI,No
TR_41008655,OR_31005585,"Net Banking",Yes
TR_41008656,OR_31004472,Wallet,No
TR_41008657,OR_31007381,UPI,Yes
TR_41008658,OR_31002794,UPI,No
TR_41008659,OR_31006986,"Debit Card",No
TR_41008660,OR_31003580,"Debit Card",No
TR_41008661,OR_31008945,"Net Banking",Yes
TR_41008662,OR_31009150,"Credit Card",No
TR_41008663,OR_31009606,UPI,Yes
TR_41008664,OR_31005697,Wallet,Yes
TR_41008665,OR_31009911,Wallet,Yes
TR_41008666,OR_31001342,UPI,Yes
TR_41008667,OR_31007310,UPI,No
TR_41008668,OR_31000825,Wallet,Yes
TR_41008669,OR_31008206,"Net Banking",Yes
TR_41008670,OR_31004422,"Net Banking",No
TR_41008671,OR_31007367,Wallet,No
TR_41008672,OR_31001035,UPI,Yes
TR_41008673,OR_31009500,"Debit Card",No
TR_41008674,OR_31000814,"Net Banking",No
TR_41008675,OR_31005821,"Net Banking",No
TR_41008676,OR_31000503,"Credit Card",No
TR_41008677,OR_31000513,"Credit Card",No
TR_41008678,OR_31006095,Wallet,No
TR_41008679,OR_31009821,"Credit Card",Yes
TR_41008680,OR_31008276,"Net Banking",No
TR_41008681,OR_31002815,"Debit Card",No
TR_41008682,OR_31000880,"Debit Card",No
TR_41008683,OR_31006787,"Debit Card",Yes
TR_41008684,OR_31005267,Wallet,No
TR_41008685,OR_31006541,"Credit Card",No
TR_41008686,OR_31009418,"Credit Card",Yes
TR_41008687,OR_31001082,UPI,No
TR_41008688,OR_31007033,UPI,No
TR_41008689,OR_31001965,"Debit Card",Yes
TR_41008690,OR_31002590,UPI,Yes
TR_41008691,OR_31000701,Wallet,No
TR_41008692,OR_31003981,Wallet,Yes
TR_41008693,OR_31004802,"Debit Card",Yes
TR_41008694,OR_31006514,Wallet,No
TR_41008695,OR_31003671,UPI,No
TR_41008696,OR_31009079,"Debit Card",No
TR_41008697,OR_31001305,Wallet,No
TR_41008698,OR_31005341,Wallet,Yes
TR_41008699,OR_31004346,"Net Banking",Yes
TR_41008700,OR_31006156,Wallet,No
TR_41008701,OR_31007650,"Debit Card",No
TR_41008702,OR_31007844,"Credit Card",Yes
TR_41008703,OR_31001893,"Debit Card",Yes
TR_41008704,OR_31002333,"Credit Card",No
TR_41008705,OR_31009748,"Credit Card",No
TR_41008706,OR_31005395,"Debit Card",No
TR_41008707,OR_31002669,"Debit Card",No
TR_41008708,OR_31003619,"Net Banking",Yes
TR_41008709,OR_31002337,"Net Banking",No
TR_41008710,OR_31005378,"Net Banking",Yes
TR_41008711,OR_31008791,"Debit Card",No
TR_41008712,OR_31009080,"Debit Card",Yes
TR_41008713,OR_31005359,"Net Banking",Yes
TR_41008714,OR_31002218,Wallet,Yes
TR_41008715,OR_31001784,Wallet,No
TR_41008716,OR_31009890,Wallet,No
TR_41008717,OR_31001689,"Credit Card",Yes
TR_41008718,OR_31008212,Wallet,No
TR_41008719,OR_31005392,"Net Banking",Yes
TR_41008720,OR_31009312,"Credit Card",No
TR_41008721,OR_31000573,"Debit Card",Yes
TR_41008722,OR_31000467,"Net Banking",No
TR_41008723,OR_31002584,"Net Banking",Yes
TR_41008724,OR_31002582,"Net Banking",Yes
TR_41008725,OR_31006766,Wallet,Yes
TR_41008726,OR_31009459,"Credit Card",Yes
TR_41008727,OR_31009870,"Credit Card",Yes
TR_41008728,OR_31008038,Wallet,Yes
TR_41008729,OR_31004378,UPI,No
TR_41008730,OR_31003721,UPI,Yes
TR_41008731,OR_31002416,"Credit Card",Yes
TR_41008732,OR_31005036,"Net Banking",Yes
TR_41008733,OR_31003716,UPI,Yes
TR_41008734,OR_31001071,"Credit Card",Yes
TR_41008735,OR_31002923,"Credit Card",No
TR_41008736,OR_31000852,"Debit Card",No
TR_41008737,OR_31006924,UPI,Yes
TR_41008738,OR_31001868,"Credit Card",No
TR_41008739,OR_31004739,UPI,No
TR_41008740,OR_31008049,Wallet,No
TR_41008741,OR_31001824,"Net Banking",Yes
TR_41008742,OR_31008802,UPI,No
TR_41008743,OR_31003748,"Debit Card",No
TR_41008744,OR_31003390,"Net Banking",Yes
TR_41008745,OR_31008665,UPI,Yes
TR_41008746,OR_31000275,UPI,No
TR_41008747,OR_31006079,UPI,No
TR_41008748,OR_31009984,Wallet,No
TR_41008749,OR_31005403,Wallet,No
TR_41008750,OR_31000577,"Credit Card",Yes
TR_41008751,OR_31003072,Wallet,Yes
TR_41008752,OR_31009075,"Debit Card",Yes
TR_41008753,OR_31005672,"Net Banking",No
TR_41008754,OR_31008595,"Net Banking",No
TR_41008755,OR_31007748,"Net Banking",Yes
TR_41008756,OR_31004823,"Credit Card",No
TR_41008757,OR_31006381,"Credit Card",Yes
TR_41008758,OR_31006864,"Net Banking",Yes
TR_41008759,OR_31000365,Wallet,No
TR_41008760,OR_31007471,"Credit Card",No
TR_41008761,OR_31009006,"Credit Card",No
TR_41008762,OR_31003232,UPI,No
TR_41008763,OR_31001468,"Debit Card",Yes
TR_41008764,OR_31006924,UPI,No
TR_41008765,OR_31009113,"Net Banking",No
TR_41008766,OR_31004041,"Net Banking",No
TR_41008767,OR_31009508,"Debit Card",Yes
TR_41008768,OR_31007200,"Net Banking",Yes
TR_41008769,OR_31006771,UPI,Yes
TR_41008770,OR_31006346,"Debit Card",Yes
TR_41008771,OR_31004490,"Debit Card",Yes
TR_41008772,OR_31005207,"Debit Card",No
TR_41008773,OR_31007073,"Credit Card",No
TR_41008774,OR_31007978,UPI,Yes
TR_41008775,OR_31002760,Wallet,No
TR_41008776,OR_31007575,Wallet,Yes
TR_41008777,OR_31005763,Wallet,Yes
TR_41008778,OR_31004666,"Debit Card",Yes
TR_41008779,OR_31002786,"Credit Card",No
TR_41008780,OR_31009473,"Debit Card",Yes
TR_41008781,OR_31001513,"Debit Card",No
TR_41008782,OR_31002515,"Credit Card",Yes
TR_41008783,OR_31007689,UPI,No
TR_41008784,OR_31004999,Wallet,Yes
TR_41008785,OR_31003688,UPI,No
TR_41008786,OR_31002530,"Credit Card",Yes
TR_41008787,OR_31007270,UPI,No
TR_41008788,OR_31001010,"Net Banking",Yes
TR_41008789,OR_31005733,UPI,Yes
TR_41008790,OR_31004128,UPI,Yes
TR_41008791,OR_31002794,Wallet,No
TR_41008792,OR_31008398,UPI,No
TR_41008793,OR_31007192,"Debit Card",Yes
TR_41008794,OR_31007571,Wallet,Yes
TR_41008795,OR_31001466,Wallet,No
TR_41008796,OR_31003024,"Debit Card",No
TR_41008797,OR_31005241,"Credit Card",Yes
TR_41008798,OR_31005059,"Credit Card",Yes
TR_41008799,OR_31007738,UPI,Yes
TR_41008800,OR_31001942,"Net Banking",Yes
TR_41008801,OR_31008152,UPI,Yes
TR_41008802,OR_31009133,"Credit Card",Yes
TR_41008803,OR_31001900,Wallet,Yes
TR_41008804,OR_31008401,Wallet,No
TR_41008805,OR_31002185,Wallet,Yes
TR_41008806,OR_31000014,UPI,Yes
TR_41008807,OR_31001577,UPI,No
TR_41008808,OR_31002866,"Net Banking",Yes
TR_41008809,OR_31003144,"Debit Card",No
TR_41008810,OR_31009009,"Net Banking",Yes
TR_41008811,OR_31005566,"Credit Card",Yes
TR_41008812,OR_31004651,"Credit Card",No
TR_41008813,OR_31005248,UPI,Yes
TR_41008814,OR_31005450,Wallet,Yes
TR_41008815,OR_31005617,"Debit Card",No
TR_41008816,OR_31003058,UPI,Yes
TR_41008817,OR_31008427,"Debit Card",Yes
TR_41008818,OR_31000931,UPI,Yes
TR_41008819,OR_31004402,"Net Banking",No
TR_41008820,OR_31001384,"Credit Card",Yes
TR_41008821,OR_31005693,"Credit Card",No
